Direction,Left_X,Left_Y,Right_X,Right_Y
DOWN,0.40868940310054674,0.45477258858561165,0.48220937468588515,0.44150916861528133
DOWN,0.4117105807290126,0.45562974615497787,0.48617676407859167,0.44137430196766386
DOWN,0.412382308447344,0.4628991577128106,0.48879360976660996,0.4467457744738302
DOWN,0.4187507123412732,0.4653997597702721,0.49327623701421,0.44733251667994894
DOWN,0.4148302529640096,0.4628172450205723,0.4908275583702373,0.44489595756887557
DOWN,0.4130643587798016,0.46306253579914874,0.4850982807101749,0.44607753861832555
DOWN,0.4145805080630876,0.4649627391284574,0.48338337646745644,0.44681616676099023
DOWN,0.41443174524865073,0.4625112936228565,0.4818195036040781,0.44530797548898443
DOWN,0.4142328538254529,0.46063209030185914,0.48274997391478536,0.4395054248273901
DOWN,0.4137853275925788,0.45980267794221197,0.4802180252585831,0.4389268122862381
DOWN,0.41402546204223223,0.4615025102074222,0.4800935512289856,0.4416748452318787
DOWN,0.41553624013897944,0.46332314484823817,0.4783247311441207,0.4438682081844589
DOWN,0.41584518010027915,0.4621224141917408,0.4785210479993971,0.44288505334656325
DOWN,0.4166770541245426,0.4618380661976381,0.47719040138169916,0.4419346190028213
DOWN,0.4162809878700834,0.46328555353548617,0.477044485314243,0.4457536964208619
DOWN,0.4161740774183171,0.46341467292128524,0.4769382254336361,0.44585076162308046
DOWN,0.4158811369538545,0.46251718026517574,0.4784117943993354,0.4459332312833747
DOWN,0.41338441618940597,0.45430659498638487,0.48054296695894266,0.44249718382217695
DOWN,0.41523644442828994,0.45597059471770024,0.4820106853357144,0.44372813923012205
DOWN,0.4143443357804089,0.45447175952473357,0.485500113147771,0.443784609463901
DOWN,0.4213679754382048,0.4369581467792903,0.4891681652507635,0.4245133590716335
DOWN,0.42765999543235034,0.3988521515076531,0.49699887549788163,0.3919389861044794
DOWN,0.42896249245592377,0.36903203905467247,0.5061907582938397,0.37854970616776984
DOWN,0.4415293564153197,0.3277012869786853,0.5213018888790983,0.31434614100241853
DOWN,0.43745678961770057,0.37422857879530413,0.5235041830304799,0.3830558228854967
DOWN,0.42948173357753056,0.37061383198172454,0.523256006578277,0.379854685188048
DOWN,0.4242537982160809,0.42262378099561976,0.5211195126003345,0.4435045317220557
DOWN,0.4138282168033281,0.44473663105178046,0.5165513476093454,0.4469533601587005
DOWN,0.4054084325723606,0.4489218873223182,0.5088442605956635,0.4448639404861972
DOWN,0.4110664533906595,0.4527979634833337,0.5079240497772092,0.44103999933926447
DOWN,0.40936655551581347,0.4456175474448031,0.5082028743075458,0.4288394803006294
DOWN,0.4138676558043884,0.44377474075606244,0.50803158459319,0.4281463695013393
DOWN,0.41152741311328456,0.4501632122088043,0.5050945953494,0.43742223598280006
DOWN,0.41314406351147087,0.4493856638685016,0.499515360348273,0.43463100358563245
DOWN,0.41128007840682596,0.45636855017252637,0.5004580097044542,0.4432528950473545
DOWN,0.4126804242385717,0.452218809554415,0.501854263686388,0.43618593387693066
DOWN,0.41216540724436307,0.45399324836443555,0.49404891016748276,0.4379818168156896
DOWN,0.4107527337458672,0.44792556994249993,0.49685733543843336,0.42988115582196423
DOWN,0.4126809672404811,0.447433144497857,0.4977258923892077,0.43024876761388087
DOWN,0.4118352352970193,0.4495959165272898,0.49721946739287276,0.4328567042870607
DOWN,0.41058318887090095,0.44726646905560485,0.49418252797343876,0.43073611197254247
DOWN,0.40691218973381615,0.4540815600570591,0.4894174822212805,0.43633414519331326
DOWN,0.40591421780070097,0.45213071124445414,0.48977698356949845,0.43717463083673463
DOWN,0.4053250207403929,0.45631423369809737,0.4902008748013514,0.44336366810071964
DOWN,0.40305232399757934,0.45831688380050006,0.4886474506698639,0.4466163890490363
DOWN,0.4030885953070377,0.4625544586479065,0.48589909384348373,0.45525207857894207
DOWN,0.40292197721147244,0.461053014569512,0.49080083720652395,0.4522699121492224
DOWN,0.40174612932722337,0.4626306720834471,0.48836526692671184,0.45240545494728457
DOWN,0.40115311365286377,0.46322183796027383,0.49085026032118545,0.4527014916819075
DOWN,0.39863988966136343,0.46358995736340386,0.49226925704711777,0.45346539810862363
DOWN,0.39147597537258394,0.46317145304748686,0.48912184587419333,0.45293913813766773
DOWN,0.3965783739420006,0.4631317742407986,0.49410035201801117,0.4524763484473689
DOWN,0.396206369967451,0.4641661517033017,0.49155281047016947,0.4522967395408917
DOWN,0.3974945700002412,0.46512276035389405,0.48877905724803467,0.45337854513566067
DOWN,0.3973134897439607,0.4694327142853718,0.4871254885919466,0.4572488423256602
DOWN,0.3976473296527286,0.46815234015784507,0.4839799165035081,0.45698094123204064
DOWN,0.4000368842357808,0.4740598580994516,0.4896364228010361,0.464686284683872
DOWN,0.4028643224219594,0.4738003101549325,0.49066957333808875,0.46561250651273495
DOWN,0.403072960662816,0.4716770468192828,0.4994908299060812,0.464947618924441
DOWN,0.40636453495897346,0.4739297391321379,0.5030247278968393,0.46712857809684494
DOWN,0.42005436866134555,0.4721633077483542,0.5075802900594389,0.46000996619929235
DOWN,0.41154955561227996,0.47573238827691616,0.5061061055405427,0.46293250843052575
DOWN,0.41345826017927834,0.47393304582000023,0.502822025298104,0.45818538718941754
